PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Elija la respuesta correcta.","Los órganos de las diferentes Administraciones Públicas podrán delegar el ejercicio de las competencias que tengan atribuidas en otros órganos de la misma Administración, aun cuando no sean jerárquicamente dependientes, o en los Organismos públicos o Entidades de Derecho Público vinculados o dependientes de aquéllas.","En el ámbito de la Administración General del Estado, la delegación de competencias deberá ser aprobada previamente por el órgano ministerial de quien dependa el órgano delegante y en el caso de los Organismos públicos o Entidades vinculados o dependientes, por el órgano máximo de dirección, de acuerdo con sus normas de creación. Cuando se trate de órganos no relacionados jerárquicamente será necesaria la aprobación previa del superior común si ambos pertenecen al mismo Ministerio, o del órgano superior de quien dependa el órgano delegado, si el delegante y el delegado pertenecen a diferentes Ministerios.","Asimismo, los órganos de la Administración General del Estado podrán delegar el ejercicio de sus competencias propias en sus Organismos públicos y Entidades vinculados o dependientes, cuando resulte conveniente para alcanzar los fines que tengan asignados y mejorar la eficacia de su gestión. La delegación deberá ser previamente aprobada por los órganos de los que dependan el órgano delegante y el órgano delegado, o aceptada por este último cuando sea el órgano máximo de dirección del Organismo público o Entidad vinculado o dependiente.",Todas son correctas.,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Señale la respuesta incorrecta.","Los órganos competentes podrán avocar para sí el conocimiento de uno o varios asuntos cuya resolución corresponda ordinariamente o por delegación a sus órganos administrativos dependientes, cuando circunstancias de índole técnica, económica, social, jurídica o territorial lo hagan conveniente.","En los supuestos de delegación de competencias en órganos no dependientes jerárquicamente, el conocimiento de un asunto podrá ser avocado únicamente por el órgano delegante.","En todo caso, la avocación se realizará mediante acuerdo motivado que deberá ser notificado a los interesados en el procedimiento, si los hubiere, con posterioridad a la resolución final que se dicte.","Contra el acuerdo de avocación no cabrá recurso, aunque podrá impugnarse en el que, en su caso, se interponga contra la resolución del procedimiento.",C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Elija la respuesta incorrecta.","La realización de actividades de carácter material o técnico de la competencia de los órganos administrativos o de las Entidades de Derecho Público podrá ser encomendada a otros órganos o Entidades de Derecho Público de la misma o de distinta Administración, siempre que entre sus competencias estén esas actividades, por razones de eficacia o cuando no se posean los medios técnicos idóneos para su desempeño.","Las encomiendas de gestión podrán tener por objeto prestaciones propias de los contratos regulados en la legislación de contratos del sector público. En tal caso, su naturaleza y régimen jurídico se ajustará a lo previsto en ésta.","La encomienda de gestión no supone cesión de la titularidad de la competencia ni de los elementos sustantivos de su ejercicio, siendo responsabilidad del órgano o Entidad encomendante dictar cuantos actos o resoluciones de carácter jurídico den soporte o en los que se integre la concreta actividad material objeto de encomienda.","En todo caso, la Entidad u órgano encomendado tendrá la condición de encargado del tratamiento de los datos de carácter personal a los que pudiera tener acceso en ejecución de la encomienda de gestión, siéndole de aplicación lo dispuesto en la normativa de protección de datos de carácter personal.",B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. La formalización de las encomiendas de gestión se ajustará a las siguientes reglas:","Cuando la encomienda de gestión se realice entre órganos administrativos o Entidades de Derecho Público pertenecientes a la misma Administración deberá formalizarse en los términos que establezca su normativa propia y, en su defecto, por acuerdo expreso de los órganos o Entidades de Derecho Público intervinientes. En todo caso, el instrumento de formalización de la encomienda de gestión y su resolución deberá ser publicada, para su eficacia, en el Boletín Oficial del Estado, en el Boletín oficial de la Comunidad Autónoma o en el de la Provincia, según la Administración a que pertenezca el órgano encomendante.","Cada Administración podrá regular los requisitos necesarios para la validez de tales acuerdos que incluirán, al menos, expresa mención de la actividad o actividades a las que afecten, el plazo de vigencia y la naturaleza y alcance de la gestión encomendada.","Cuando la encomienda de gestión se realice entre órganos y Entidades de Derecho Público de distintas Administraciones se formalizará mediante firma del correspondiente convenio entre ellas, que deberá ser publicado en el «Boletín Oficial del Estado», en el Boletín oficial de la Comunidad Autónoma o en el de la Provincia, según la Administración a que pertenezca el órgano encomendante, salvo en el supuesto de la gestión ordinaria de los servicios de las Comunidades Autónomas por las Diputaciones Provinciales o en su caso Cabildos o Consejos insulares, que se regirá por la legislación de Régimen Local.",Todas son correctas.,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Señale la respuesta correcta.","En la forma que disponga cada Administración Pública, los titulares de los órganos administrativos podrán ser suplidos provisionalmente en los supuestos de vacante, ausencia o enfermedad, así como en los casos en que haya sido declarada su abstención o recusación. Si no se designa suplente, la competencia del órgano administrativo se ejercerá por quien designe el órgano administrativo inmediato superior de quien dependa.","En la forma que disponga cada Administración Pública, los titulares de los órganos administrativos podrán ser suplidos temporalmente en los supuestos de vacante, ausencia o enfermedad, así como en los casos en que haya sido declarada su abstención o recusación. Si no se designa suplente, la competencia del órgano administrativo se ejercerá por quien designe el órgano administrativo inmediato superior de quien dependa.","En la forma que disponga cada Administración Pública, los titulares de los órganos administrativos podrán ser suplidos eventualmente en los supuestos de vacante, ausencia o enfermedad, así como en los casos en que haya sido declarada su abstención o recusación. Si no se designa suplente, la competencia del órgano administrativo se ejercerá por quien designe el órgano administrativo inmediato superior de quien dependa.","En la forma que disponga cada Administración Pública, los titulares de los órganos administrativos podrán ser suplidos circunstancialmente en los supuestos de vacante, ausencia o enfermedad, así como en los casos en que haya sido declarada su abstención o recusación. Si no se designa suplente, la competencia del órgano administrativo se ejercerá por quien designe el órgano administrativo inmediato superior de quien dependa.",B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Señale la respuesta incorrecta.","El órgano administrativo que se estime incompetente para la resolución de un asunto remitirá directamente las actuaciones al órgano superior, debiendo notificar esta circunstancia a los interesados.",Los interesados que sean parte en el procedimiento podrán dirigirse al órgano que se encuentre conociendo de un asunto para que decline su competencia y remita las actuaciones al órgano competente.,"Asimismo, podrán dirigirse al órgano que estimen competente para que requiera de inhibición al que esté conociendo del asunto.","Los conflictos de atribuciones sólo podrán suscitarse entre órganos de una misma Administración no relacionados jerárquicamente, y respecto a asuntos sobre los que no haya finalizado el procedimiento administrativo.",A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Indique la respuesta correcta.","Para la válida constitución del órgano colegiado, a efectos de la celebración de sesiones, deliberaciones y toma de acuerdos, se requerirá la asistencia, presencial o a distancia, del Presidente y Secretario o en su caso, de quienes les suplan, y la de la mitad de sus miembros.","Cuando se trate de los órganos colegiados a que se refiere el artículo 15.2, el Presidente podrá considerar válidamente constituido el órgano, a efectos de celebración de sesión, si asisten los representantes de las Administraciones Públicas y de las organizaciones representativas de intereses sociales miembros del órgano a los que se haya atribuido la condición de portavoces.","Cuando estuvieran reunidos, de manera presencial o a distancia, el Secretario y todos los miembros del órgano colegiado, o en su caso las personas que les suplan, éstos podrán constituirse válidamente como órgano colegiado para la celebración de sesiones, deliberaciones y adopción de acuerdos sin necesidad de convocatoria previa cuando así lo decida el Presidente.",Todas son correctas.,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Señale la respuesta incorrecta.","De cada sesión que celebre el órgano colegiado se levantará acta por el Secretario, que especificará necesariamente los asistentes, el orden del día de la reunión, las circunstancias del lugar y tiempo en que se ha celebrado, los puntos principales de las deliberaciones, así como el contenido de los acuerdos adoptados.","Podrán grabarse las sesiones que celebre el órgano colegiado. El fichero resultante de la grabación, junto con la certificación expedida por el Secretario de la autenticidad e integridad del mismo, y cuantos documentos en soporte electrónico se utilizasen como documentos de la sesión, podrán acompañar al acta de las sesiones, sin necesidad de hacer constar en ella los puntos principales de las deliberaciones.","El acta de cada sesión podrá aprobarse en la misma reunión o en una reunión posterior. El Secretario elaborará el acta con el visto bueno del Presidente y lo remitirá a través de medios electrónicos, a los miembros del órgano colegiado, quienes podrán manifestar por los mismos medios su conformidad o reparos al texto, a efectos de su aprobación, considerándose, en caso afirmativo, aprobada en la misma reunión.","Cuando se hubiese optado por la grabación de las sesiones celebradas o por la utilización de documentos en soporte electrónico, deberán conservarse de forma que se garantice la integridad y autenticidad de los ficheros electrónicos correspondientes y el acceso a los mismos por parte de los miembros del órgano colegiado.",C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Los órganos colegiados de la Administración General del Estado y de sus Organismos públicos, por su composición, se clasifican en:","Órganos colegiados interministeriales, si sus miembros proceden de diferentes Ministerios.","Órganos colegiados ministeriales, si sus componentes proceden de los órganos del mismo Ministerio.",A y B son correctas.,A y B son incorrectas.,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Respecto a la reutilización de sistemas y aplicaciones de propiedad de la Administración (articulo 157 de la ley 40/2015):,"Las Administraciones pondrán siempre a disposición de cualquiera de ellas que lo solicite las aplicaciones, desarrolladas por sus servicios o que hayan sido objeto de contratación y de cuyos derechos de propiedad intelectual sean titulares.","Las aplicaciones a las que se refiere el apartado anterior podrán ser declaradas como de fuentes abiertas, cuando de ello se derive una mayor transparencia en el funcionamiento de la Administración Pública o se fomente con ello la incorporación de los ciudadanos a la Sociedad de la información.","Las Administraciones Públicas, con carácter posterior a la adquisición, desarrollo o al mantenimiento a lo largo de todo el ciclo de vida de una aplicación, tanto si se realiza con medios propios o por la contratación de los servicios correspondientes, deberán consultar en el directorio general de aplicaciones.",En el directorio general de aplicaciones constarán las aplicaciones disponibles de la Administración General del Estado.,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
¿Qué técnica de cooperación se regula por primera vez con la Ley 40/2015?,Conferencia de Presidentes.,Convenios de colaboración.,Comisiones Bilaterales de Cooperación.,Conferencias Sectoriales.,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
