PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
Cuál de las siguientes afirmaciones es correcta:,Los funcionarios habilitados podrán recibir notificaciones postales,Los funcionarios habilitados podrán recibir notificaciones por comparecencia electrónica en la sede,Los funcionarios habilitados podrán recibir notificaciones en la dirección electrónica habilitada del ciudadano,Los funcionarios habilitados no podrán recibir ningún tipo de notificaciones que requieran la identificación y autenticación del ciudadano,B,BL,IMP,XXII,2014,"Orden HAP/7/2014 En todo caso, los funcionarios habilitados no podrán recibir notificaciones que requieran la identificación y autenticación del ciudadano, salvo en el caso de las notificaciones por comparecencia electrónica en la sede reguladas en el artículo 40 del Real Decreto 1671/2009, de 6 de noviembre, y siempre que dicho trámite se haya autorizado expresamente conforme a lo dispuesto en el apartado anterior.",,,10153,7,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Según el Real Decreto 1671/2009,Se puede someter a todos los ciudadanos al régimen de notificación electrónica obligatoria,"Sólo pueden someterse al régimen de notificación electrónica obligatoria a las personas jurídicas o colectivos de personas físicas que por razón de su capacidad económica o técnica, dedicación profesional u otros motivos acreditados tengan garantizado el acceso y disponibilidad de los medios tecnológicos precisos",En ningún caso puede imponerse la obligación de que la notificación sea únicamente por medios electrónicos,Para establecer la obligatoriedad de las notificaciones por medios electrónicos será suficiente la publicación de una circular en la sede electrónica del órgano u organismo público de que se trate.,B,BL,IMP,XXII,2014,,,,10154,7,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Según el ENS cuál de las siguientes afirmaciones es incorrecta,Si la dimensión de confidencialidad de un sistema se considera de categoría alta la información se cifrará tanto durante su almacenamiento como durante su transmisión. Sólo estará en claro mientras se está haciendo uso de ella.,Si un sistema es de categoría básica es necesario realizar un análisis de riesgos informal.,"Si la dimensión de confidencialidad de un sistema se considera de categoría alta se emplearán, preferentemente, dispositivos hw en el establecimiento y utilización de la VPN.",Para aquellos sistemas cuya dimensión de trazabilidad sea media es necesario llevar un registro de la actividad de los usuarios y protección de los registros de actividad.,D,B1,IMP,XXII,2014,El registro de actividad se aplica desde el nivel BAJO,,,10155,46,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Según la Norma Técnica de Interoperabilidad de Protocolos de intermediación de datos, cuál de las siguientes afirmaciones es incorrecta:",En el acceso a la Plataforma de intermediación de datos del Ministerio de Hacienda y Administraciones Públicas se utilizará la Red SARA,"La Plataforma de intermediación del Ministerio de Hacienda y Administraciones Públicas garantizará interoperabilidad, disponibilidad, fiabilidad y seguridad",La Plataforma de intermediación del Ministerio de Hacienda y Administraciones Públicas almacenará el contenido del intercambio para garantizar la trazabilidad,El Cedente podrá auditar la cesión de datos para comprobar el cumplimiento de los requisitos a que pudiera ésta estar sujeta,C,B1,IMP,XXII,2014,,,,10156,44,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Según la Norma Técnica de Interoperabilidad de Reutilización de recursos de la información, cuál de las siguientes afirmaciones es incorrecta:","Los recursos reutilizables estarán identificados mediante referencias únicas y unívocas, basadas en identificadores de recursos uniformes (URI).","Se usarán estándares abiertos o de uso generalizado por la ciudadanía, ciñéndose a lo establecido en la NTI de Catálogo de Estándares.",Los datos se encontrarán agregados para facilitar la reutilización.,Para facilitar la reutilización de vocabularios se utilizará el Centro de Interoperabilidad Semántica,C,B1,IMP,XXII,2014,,,,10157,27,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"El servicio que da respuesta a la implementación de la medida CORA 3.00.002.8, ""Concentración de la gestión, producción, impresión y distribución de las notificaciones y comunicaciones postales en centros de impresión y ensobrado con dimensión óptima"" se denomina:",SNE,NoTe,Notific@,GESNOTE,C,B1,IMP,XXII,2014,,,,10158,47,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El conjunto de especificaciones orientadas al intercambio de datos entre Administraciones Públicas con el objetivo de eliminar los certificados administrativos en papel se denomina:,SCCD,SCSP,Plataforma de intermedicación,Ninguno de los anteriores,B,B1,IMP,XXII,2014,,,,10159,47,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Para el pago de precio público puede hacerse uso de:,La Pasarela de Pagos del MINHAP-AEAT,"El Servicio de Pago Telemático, de Red.es",Los dos anteriores,Ninguno de los anteriores,B,B1,IMP,XXII,2010,,,,10160,47,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es cierta en relación con el cálculo relacional?,Lenguaje formal de consulta / acceso a un modelo relacional basado en la teoría de conjuntos,Lenguaje teórico y de carácter procedural que define un conjunto de operaciones aplicables sobre un modelo relacional,Formalismo para expresar operaciones de consulta / acceso a un modelo relacional basado en la lógica de predicados,Ninguna de las anteriores,C,B2,MGS,XXII,2014,B: El cálculo relacional es de tipo declarativo.,,,10161,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Un dominio en un modelo relacional…,"Puede definirse por intensión, es decir, especificando tipo de datos y restricciones","Es un conjunto nominado, infinito y homogéneo de valores atómicos",Sólo puede definirse por extensión o enumeración de los posibles valores del dominio,Todas las anteriores,A,B2,MGS,XXII,2014,"Por extensión= enumeración de sus elementos, p.ej. días de la semana = {lunes, martes, miércoles, jueves, viernes, sábado, domingo} ; Por intensión= mediante una propiedad que recoja el recorrido de sus valores admisibles, p. ej: edad: entero / 0 ≤ edad ≤ 200",,,10162,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En el modelo lógico relacional, la cardinalidad de una relación se corresponde con:",Número de atributos de la relación,Número mínimo de ocurrencias de una entidad que pueden participar en la relación,Número de entidades que participan en la relación o asociación,Número de tuplas de la relación,D,B2,MGS,XXII,2014,,,,10163,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿En qué consiste la regla de Independencia de Integridad establecida por Codd?,Los programas de aplicación y actividades del terminal permanecerán inalterados a nivel lógico cuando se realicen cambios sobre las tablas base que preservan la información,Los limitantes de integridad han de poder ser definidos utilizando el sublenguaje de datos relacional y almacenables en el catálogo dinámico,"La independencia de integridad requiere la definición de claves ajenas con la opción ""CASCADE"", a fin que se propaguen a la clave ajena los cambios realizados sobre la clave primaria referenciada","Si en una relación hay una clave ajena, sus valores deben coincidir con los valores de la clave primaria a que se refiere, o deben ser completamente nulos",B,B2,MGS,XXII,2014,"A: regla 9 Independencia lógica de datos; C: además de CASCADE hay otras opciones: NO ACTION | CASCADE | SET DEFAULT | SET NULL; D: define la integridad referencial, falta la integridad de identidad",,,10164,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Sea la relación SOLICITUD (CODIGO, FECHA, DNI_SOLICITANTE, NOM_SOLICITANTE, TEL_SOLICITANTE) y el atributo CODIGO su clave primaria, ¿en qué forma normal se encuentra?",Sin normalizar,1ª Forma Normal,2ª Forma Normal,3ª Forma Normal,C,B2,MGS,XXII,2014,,,,10166,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"¿A qué término corresponde la siguiente definición: ""Dada una relación, un atributo o grupo de atributos B depende funcionalmente de A, pero no de ningún subconjunto de atributos de A""?",Dependencia funcional,Dependencia multivaluada,Dependencia funcional trivial,Dependencia funcional completa,D,B2,MGS,XXII,2014,,,,10167,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En relación con los operandos del álgebra relacional, se cumple que:",La Unión de las relaciones R y S puede aplicarse aún cuando R y S no tengan igual grado y/o compatibilidad de dominios,El Outer Join incluye en la relación resultante las tuplas de una o ambas relaciones que en los atributos comunes no tienen valores iguales o correspondientes,El grado de la relación resultante de la Unión Natural o Natural Join entre dos relaciones R y S es igual al grado de R + el grado de S,La intersección es un operador fundamental del álgebra relacional,B,B2,MGS,XXII,2014,C: El grado de Cross Join resultante es gradoR + gradoS,,,10168,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En una base de datos Oracle, ¿qué afirmación es correcta en relación con las vistas materializadas?",La materialización de una vista es llevada a cabo por el usuario mediante la exportación a disco de los datos devueltos por la vista,"Oracle no utiliza el término de ""vista materializada"", si no el de ""snapshot""","Se define de manera similar a una vista común pero, en lugar de almacenar sólo la definición de la vista, almacena el resultado de la consulta","Desde la versión 8i, la nueva característica ""QUERY REWRITE"" otorga mayor funcionalidad a las snapshots frente a las vistas materializadas",C,B2,MGS,XXII,2014,,,,10169,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿En qué escenarios puede ser útil una vista materializada de Oracle?,Funcionamiento de aplicaciones sin conexión,Reducir tráfico de red y desplazar carga soportada por un servidor de base de datos corporativo hacia servidores de bases de datos en delegaciones,Replicar información restringiéndola al área geográfica de interés,Todas las anteriores,D,B2,MGS,XXII,2014,,,,10170,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En el lenguaje SQL, la función de agregado COUNT, aplicada sobre una columna, contabiliza…",Nº de filas recuperadas por la consulta,"Nº de filas recuperadas por la consulta, exceptuando aquellas en que la columna referenciada tenga valor nulo","Nº de filas recuperadas por la consulta, incluyendo valores duplicados o nulos en la columna","Si la columna sobre la que se aplica tiene valor nulo en todas las filas, la función COUNT devolverá ""nulo""",C,B2,MGS,XXII,2014,,,,10171,61,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Respecto los distintos tipos de drivers JDBC, se verifica que:",Los drivers JDBC de tipo III son recomendables si la aplicación Java ha de acceder a diferentes bases de datos o se desconoce el SGBD destino,El uso de drivers JDBC de tipo IV evita problemas de dependencia tecnológica del fabricante,"Al permitir que la aplicación Java interactúe con diferentes SGBD, un driver de tipo III no es 100% Java, ya que incluye código específico o nativo de cada SGBD",Todas las anteriores,A,B2,MGS,XXII,2014,,,,10172,61,2016,ELIMINAR,A.deGrado,DELETE,,,,
Los distintos niveles de aislamiento permiten evitar problemas de consistencia o pérdida de datos derivados de la ejecución concurrente de transacciones.,Una Lectura No Repetible se produce cuando una transacción lee datos todavía no confirmados por otra transacción que finalmente aborta.,"Evitar el problema de concurrencia denominado ""Lectura fantasma"" requiere aplicar como nivel de aislamiento SERIALIZABLE","Con el nivel de aislamiento denominado ""READ COMMITTED"" pueden producirse problemas de Lectura sucia y Lectura Fantasma",Todas las anteriores,B,B2,MGS,XXII,2014,A: Lectura sucia,,,10173,60,2016,CORREGIDO,A.deGrado,UPDATE,,,,
UML o Unified Modeling Language…,"Fue desarrollado por tres autores conocidos como los ""Tres Amigos""",No constituye un método o metodología de análisis orientado a objetos,"Estándar actualmente soportado, mantenido y evolucionado por OMG",Todas las anteriores,D,B3,MGS,XXII,2014,,,,10174,85,2016,ELIMINAR,A.deGrado,DELETE,,,,
"Booch, Jacobson y Rumbaugh propusieron de forma conjunta PUDS como marco de trabajo genérico para el desarrollo de software.",PUDS propone un proceso iterativo e incremental para el desarrollo de sw. La distribución de la funcionalidad a implementar en distintos incrementos implica un mayor esfuerzo y dificultad en relación con la gestión del riesgo.,"Cada ciclo de desarrollo comprende varias iteraciones. Cada iteración se subdivide en 4 fases: Inicio, Elaboración, Construcción y Transición","Cada ciclo de desarrollo se subdivide en varias fases o flujos de trabajo fundamentales: planificación, requisitos, análisis y diseño, implementación y pruebas y finalmente, evaluación del ciclo.","Los casos de uso guían el proceso de desarrollo, centrando la atención en lo que el usuario quiere / espera del sistema",D,B3,MGS,XXII,2014,"B: las interaciones no se dividen en fases; C: fases: inicio, elaboración, construcción y transición; flujos principales: modelo de negocio, requisitos, análisis y diseño, implementación, diseño, pruebas; flujos secundarios: configuración, gestión, entorno",,,10175,85,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El uso del paradigma de orientación de objetos se caracteriza por….,… el bajo acoplamiento y fuerte cohesión interna de los módulos (clases),… el alto acoplamiento y débil cohesión interna de los módulos (clases),La Reusabilidad no se encuentra entre sus objetivos,La mayor dificultad de la programación orientada a objetos es que reduce la mantenibilidad y modificabilidad de los programas,A,B3,MGS,XXII,2014,,,,10176,85,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué afirmación es cierta en relación con la orientación a objetos?,"La encapsulación permite captar las características esenciales que distinguen a un objeto de otros tipos de objetos, en función de la perspectiva del observador, y obtener así una descripción de la clase de objetos que enfatiza unos detalles y suprime otros","Según Grady Booch, un objeto o instancia de una clase tiene estado, comportamiento e identidad","Los lenguajes orientados a objetos son lenguajes fuertemente tipados que no soportan el enlace dinámico en tiempo de ejecución, para invocar operaciones en objetos obviando el tipo actual de éstos",El polimorfismo se expresa únicamente a través del uso de un mismo nombre de método o función con distintos argumentos o un mismo operador con distintas funcionalidades,B,B3,MGS,XXII,2014,,,,10177,85,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Determine la afirmación cierta en relación con los diagramas UML…,"El diagrama de Comunicación que introdujo UML2.0, constituye una versión modificada del anterior diagrama de Colaboración","UML tipifica como diagramas de comportamiento los siguientes: diagramas de Actividad, diagramas de Estado, diagramas de Caso de Uso y los diagramas de Interacción.","Los denominados diagramas globales de interacción ofrecen una visión de conjunto de las rutas de acceso de ejecución de toda la aplicación, utilizando elementos de diagramas de actividades y diagramas de secuencia.",Todas las anteriores,D,B3,MGS,XXII,2014,,,,10178,85,2016,CORREGIDO,A.deGrado,UPDATE,,,,
La herencia es el mecanismo de implementación mediante el cual elementos más específicos incorporan la estructura y comportamiento de elementos más generales.,La herencia es siempre transitiva,La herencia repetida es un problema derivado de la herencia múltiple que tiene lugar cuando una clase hereda de dos o más clases un método con el mismo nombre y diferente implementación.,"A través de la herencia, una clase derivada puede heredar el comportamiento de una clase base, sin sobreescribir la funcionalidad genérica determinada en ésta.",Ninguna de las anteriores,A,B3,MGS,XXII,2014,,,,10179,85,2016,ELIMINAR,A.deGrado,DELETE,,,,
"Respecto las relaciones de agregación y composición entre clases de objetos, es cierto que:","La composición expresa una relación ""todo / parte"" o ""forma parte de"" entre los objetos implicados. La agregación es una forma más fuerte de composición, de forma que si el ""objeto hijo"" es eliminado o desaparece, el ""objeto padre"" deja de existir.","La agregación expresa una relación ""todo / parte"" o ""forma parte de"" entre los objetos implicados. La composición es una forma más fuerte de agregación, de forma que si el ""objeto compuesto"" es eliminado o desaparece, el ""objeto componente"" deja de existir.","La a) y además, la composición se representa en el diagrama de clases mediante una línea de asociación entre las clases implicadas, finalizada en un rombo relleno en el extremo del ""todo""","La b) y además, la agregación se representa en el diagrama de clases mediante una línea de asociación entre las clases implicadas, finalizada en un rombo vacío en el extremo del ""todo""",D,B3,MGS,XXII,2014,,,,10180,85,2016,CORREGIDO,A.deGrado,UPDATE,,,,
